The list below shows every twentieth entry from the 100,000 word list (http://www.wordfrequency.info/100k.asp) that is
based on the 450 million word Corpus of Contemporary American English (COCA; http://corpus.byu.edu/coca).

These words are taken completely at random -- every twentieth word. No attempt has been made to "clean up" this particular list, 
beyond our regular correction efforts for all 100,000 words. While the list is not perfect, we would argue that it is much more 
accurate than any other 100,000 word list (see #4 at http://www.wordfrequency.info/100k_compare.asp).


This sample list shows just six pieces of information for each word (including the raw frequency in COCA* and the number of
texts in COCA that have the word#). The full list, on the other hand, includes more than 50 pieces of data, 
including the frequency  in other BYU corpora (http://corpus.byu.edu), such as BYU-BNC, COHA, and SOAP, as well as 
specific genres within these corpora, such as spoken, fiction, magazines, newspapers, and academic.



rank	freq*	texts#	word	lemma	PoS (part of speech; see http://ucrel.lancs.ac.uk/claws7tags.html)
89400	24	12	acid-base	acid-base	jj
89420	24	11	hexadecimal	hexadecimal	jj
89440	24	11	hearthside	hearthside	nn1
89460	24	10	sickout	sickout	nn1
89480	24	9	task-orientation	task-orientation	jj
89500	24	8	harpooner	harpooner	nn1
89520	24	6	time-stream	time-stream	nn1
89540	23	23	nonsensically	nonsensically	rr
89560	23	23	adulatory	adulatory	jj
89580	23	23	winced	wince	vvn
89600	23	23	frat-house	frat-house	jj
89620	23	23	doltish	doltish	jj
89640	23	23	spaced-out	spaced-out	jj
89660	23	23	denuding	denude	vvg
89680	23	23	subcontinental	subcontinental	jj
89700	23	23	prizefight	prizefight	nn1
89720	23	23	carped	carp	vvd
89740	23	23	light-gray	light-gray	jj
89760	23	23	busman	busman	nn1
89780	23	22	ritualize	ritualize	vv0
89800	23	22	fawn-colored	fawn-colored	jj
89820	23	22	summited	summit	vvd
89840	23	22	ball-control	ball-control	jj
89860	23	22	counter-cultural	counter-cultural	jj
89880	23	22	co-editors	co-editor	nn2
89900	23	22	transmuted	transmute	vvd
89920	23	22	surmounts	surmount	vvz
89940	23	22	sub-human	sub-human	jj
89960	23	22	moistly	moistly	rr
89980	23	21	compendiums	compendium	nn2
90000	23	21	grandmom	grandmom	nn1
90020	23	21	savour	savour	vv0
90040	23	21	reinscription	reinscription	nn1
90060	23	21	secondary-level	secondary-level	jj
90080	23	21	dif-ferent	dif-ferent	jj
90100	23	21	spit-roasted	spit-roasted	jj
90120	23	21	boatbuilding	boatbuilding	nn1
90140	23	20	threepiece	threepiece	jj
90160	23	20	low-lifes	low-life	nn2
90180	23	20	awesomeness	awesomeness	nn1
90200	23	20	freebasing	freebasing	nn1
90220	23	20	besiegers	besieger	nn2
90240	23	20	cinderblocks	cinderblock	nn2
90260	23	19	juche	juche	nn1
90280	23	19	job-specific	job-specific	jj
90300	23	19	perturbing	perturbing	jj
90320	23	19	sickos	sicko	nn2
90340	23	19	pre-convention	pre-convention	jj
90360	23	18	pastoralist	pastoralist	nn1
90380	23	18	indian-americans	indian-american	nn2
90400	23	18	silk-chiffon	silk-chiffon	jj
90420	23	18	darwinists	darwinist	nn2
90440	23	17	whirr	whirr	vv0
90460	23	17	sourwood	sourwood	nn1
90480	23	17	chick-peas	chick-peas	nn2
90500	23	16	neuropsychiatry	neuropsychiatry	nn1
90520	23	16	crosspieces	crosspiece	nn2
90540	23	16	inside/outside	inside/outside	jj
90560	23	15	usurers	usurer	nn2
90580	23	15	evensong	evensong	nn1
90600	23	14	microlending	microlending	nn1
90620	23	14	wouldst	would	vv
90640	23	13	cocci	coccus	nn2
90660	23	13	cross-channel	cross-channel	jj
90680	23	12	biomonitoring	biomonitoring	nn1
90700	23	11	silversides	silversides	nn2
90720	23	10	matrilocal	matrilocal	jj
90740	23	10	debt-relief	debt-relief	jj
90760	23	9	stayers	stayer	nn2
90780	23	8	event-based	event-based	jj
90800	23	7	capriccio	capriccio	nn1
90820	23	5	superyacht	superyacht	nn1
90840	22	22	combated	combat	vvd
90860	22	22	cynosure	cynosure	nn1
90880	22	22	meagerly	meagerly	rr
90900	22	22	near-flawless	near-flawless	jj
90920	22	22	oil-company	oil-company	jj
90940	22	22	motor	motor	jj
90960	22	22	presumable	presumable	jj
90980	22	22	rooms	room	vvz
91000	22	22	blousy	blousy	jj
91020	22	22	rubberneckers	rubbernecker	nn2
91040	22	21	goal-scoring	goal-scoring	jj
91060	22	21	remastered	remaster	vvn
91080	22	21	truncating	truncate	vvg
91100	22	21	codpiece	codpiece	nn1
91120	22	21	frazzle	frazzle	nn1
91140	22	21	vitiated	vitiate	vvd
91160	22	21	hoodwink	hoodwink	vv0
91180	22	21	deadened	deaden	vvn
91200	22	21	bussed	buss	vvd
91220	22	21	fessed	fess	vvn
91240	22	21	curtsying	curtsy	vvg
91260	22	20	daywear	daywear	nn1
91280	22	20	uncared	uncared	jj
91300	22	20	non-cancerous	non-cancerous	jj
91320	22	20	tankful	tankful	nn1
91340	22	20	two-page	two-page	nn1
91360	22	20	mouthwashes	mouthwash	nn2
91380	22	20	tough-guy	tough-guy	nn1
91400	22	20	weepers	weeper	nn2
91420	22	19	tabernacles	tabernacle	nn2
91440	22	19	air-fuel	air-fuel	jj
91460	22	19	cat-eye	cat-eye	jj
91480	22	19	empty-nest	empty-nest	jj
91500	22	19	dehumidifiers	dehumidifier	nn2
91520	22	19	tootling	tootle	vvg
91540	22	18	overshoot	overshoot	nn1
91560	22	18	natural-fiber	natural-fiber	jj
91580	22	18	syllabuses	syllabus	nn2
91600	22	18	white-throated	white-throated	jj
91620	22	18	routed	routed	jj
91640	22	17	political-religious	political-religious	jj
91660	22	17	adenocarcinomas	adenocarcinoma	nn2
91680	22	17	temblors	temblor	nn2
91700	22	17	kinking	kink	vvg
91720	22	17	tearooms	tearoom	nn2
91740	22	16	kirtle	kirtle	nn1
91760	22	16	purple-blue	purple-blue	jj
91780	22	16	hypnotists	hypnotist	nn2
91800	22	15	endotoxins	endotoxin	nn2
91820	22	15	hyperinflationary	hyperinflationary	jj
91840	22	15	busses	buss	vvz
91860	22	14	deontological	deontological	jj
91880	22	14	sidestream	sidestream	nn1
91900	22	14	replicants	replicant	nn2
91920	22	13	mutagens	mutagen	nn2
91940	22	13	life-science	life-science	jj
91960	22	12	corm	corm	nn1
91980	22	12	resource-management	resource-management	jj
92000	22	11	pleura	pleura	nn1
92020	22	10	kales	kale	nn2
92040	22	9	pitot	pitot	nn1
92060	22	9	virgilian	virgilian	jj
92080	22	8	deworming	deworm	vvg
92100	22	7	mill-levy	mill-levy	jj
92120	22	6	bunghole	bunghole	nn1
92140	21	21	overstressed	overstressed	jj
92160	21	21	suffused	suffused	jj
92180	21	21	gaudiest	gaudy	jjt
92200	21	21	swamped	swamped	jj
92220	21	21	gangplanks	gangplank	nn2
92240	21	21	desertlike	desertlike	jj
92260	21	21	counterbalanced	counterbalance	vvd
92280	21	21	tawdriness	tawdriness	nn1
92300	21	21	wielders	wielder	nn2
92320	21	21	gherkin	gherkin	nn1
92340	21	21	french-fried	french-fried	jj
92360	21	21	haziness	haziness	nn1
92380	21	21	combers	comber	nn2
92400	21	21	scantily-clad	scantily-clad	jj
92420	21	21	slave-owning	slave-owning	jj
92440	21	21	coral-colored	coral-colored	jj
92460	21	20	orange-haired	orange-haired	jj
92480	21	20	slunk	slunk	nn1
92500	21	20	flea-bitten	flea-bitten	jj
92520	21	20	unshod	unshod	jj
92540	21	20	grass-roots	grass-roots	jj
92560	21	20	begrudges	begrudge	vvz
92580	21	20	cased	case	vvd
92600	21	20	routs	rout	nn2
92620	21	20	earless	earless	jj
92640	21	20	chair-elect	chair-elect	jj
92660	21	20	backbenchers	backbencher	nn2
92680	21	20	gridlike	gridlike	jj
92700	21	20	plusses	pluss	nn2
92720	21	19	clomps	clomp	vvz
92740	21	19	dark-chocolate	dark-chocolate	jj
92760	21	19	pollinates	pollinate	vvz
92780	21	19	bad-hair	bad-hair	jj
92800	21	19	documentations	documentation	nn2
92820	21	19	placatingly	placatingly	rr
92840	21	18	dramaturge	dramaturge	nn1
92860	21	18	artificer	artificer	nn1
92880	21	18	heinie	heinie	nn1
92900	21	18	touchbacks	touchback	nn2
92920	21	18	fetishized	fetishize	vvd
92940	21	18	white-only	white-only	jj
92960	21	18	nubbly	nubbly	jj
92980	21	17	mouton	mouton	nn1
93000	21	17	white-meat	white-meat	jj
93020	21	17	overcharge	overcharge	nn1
93040	21	17	short-time	short-time	jj
93060	21	17	ba'athists	ba'athist	nn2
93080	21	17	uncleanliness	uncleanliness	nn1
93100	21	16	wheel-chair	wheel-chair	jj
93120	21	16	spelunkers	spelunker	nn2
93140	21	16	anti-political	anti-political	jj
93160	21	16	two-toed	two-toed	jj
93180	21	15	greyness	greyness	nn1
93200	21	15	topsail	topsail	nn1
93220	21	15	shoot-around	shoot-around	jj
93240	21	15	narrational	narrational	jj
93260	21	14	rocking-chair	rocking-chair	jj
93280	21	14	adventure-travel	adventure-travel	jj
93300	21	14	geoscientists	geoscientist	nn2
93320	21	13	polymaths	polymath	nn2
93340	21	13	laparoscope	laparoscope	nn1
93360	21	12	pipa	pipa	nn1
93380	21	12	moonshiner	moonshiner	nn1
93400	21	12	rarebit	rarebit	nn1
93420	21	11	forwarders	forwarder	nn2
93440	21	11	tunafish	tunafish	nn1
93460	21	10	phrenologists	phrenologist	nn2
93480	21	10	rilles	rill	nn2
93500	21	9	freeplay	freeplay	nn1
93520	21	8	backscattered	backscattered	jj
93540	21	6	duplexer	duplexer	nn1
93560	21	6	gemsbok	gemsbok	nn1
93580	20	20	mind-bogglingly	mind-bogglingly	rr
93600	20	20	accedes	accede	vvz
93620	20	20	cross-hatched	cross-hatched	jj
93640	20	20	eighteen-month-old	eighteen-month-old	jj
93660	20	20	ever-decreasing	ever-decreasing	jj
93680	20	20	bookmark	bookmark	vv0
93700	20	20	drive-bys	drive-bys	jj
93720	20	20	overoptimistic	overoptimistic	jj
93740	20	20	bricklaying	bricklaying	nn1
93760	20	20	long-absent	long-absent	jj
93780	20	20	powdered	powder	vvd
93800	20	20	radiologically	radiologically	rr
93820	20	20	tensest	tense	jjt
93840	20	20	undemocratically	undemocratically	rr
93860	20	20	helpmates	helpmate	nn2
93880	20	20	silver-white	silver-white	jj
93900	20	19	criers	crier	nn2
93920	20	19	doorposts	doorpost	nn2
93940	20	19	pimped	pimp	vvd
93960	20	19	scourged	scourge	vvd
93980	20	19	less-restrictive	less-restrictive	jj
94000	20	19	metal-framed	metal-framed	jj
94020	20	19	grab-bag	grab-bag	nn1
94040	20	19	superstructures	superstructure	nn2
94060	20	19	televises	televise	vvz
94080	20	19	leapers	leaper	nn2
94100	20	19	axes	ax	vvz
94120	20	19	kinks	kink	vvz
94140	20	19	bingeing	binge	vvg
94160	20	19	serapes	serape	nn2
94180	20	18	hot-wire	hot-wire	nn1
94200	20	18	bogey-free	bogey-free	jj
94220	20	18	lik	lik	nn1
94240	20	18	glassless	glassless	jj
94260	20	18	non-criminal	non-criminal	jj
94280	20	18	antiunion	antiunion	jj
94300	20	18	revolutionizes	revolutionize	vvz
94320	20	18	paradigmatically	paradigmatically	rr
94340	20	18	greasier	greasy	jjr
94360	20	17	imbricated	imbricate	vvn
94380	20	17	dogsled	dogsled	nn1
94400	20	17	economic-stimulus	economic-stimulus	jj
94420	20	17	win/win	win/win	jj
94440	20	17	ancestries	ancestry	nn2
94460	20	17	walk-away	walk-away	jj
94480	20	17	meanies	meany	nn2
94500	20	17	pizzicato	pizzicato	nn1
94520	20	16	cease-fire	cease-fire	jj
94540	20	16	ex-nun	ex-nun	jj
94560	20	16	protectress	protectress	nn1
94580	20	16	eco-minded	eco-minded	jj
94600	20	16	focally	focally	rr
94620	20	15	homologies	homology	nn2
94640	20	15	oke	oke	nn1
94660	20	15	incapability	incapability	nn1
94680	20	15	counter-strike	counter-strike	nn1
94700	20	14	high-earning	high-earning	jj
94720	20	14	block-grant	block-grant	jj
94740	20	14	demineralization	demineralization	nn1
94760	20	14	hand-counted	hand-counted	jj
94780	20	13	arachnid	arachnid	jj
94800	20	13	neotraditional	neotraditional	jj
94820	20	13	subject-centered	subject-centered	jj
94840	20	12	carbos	carbohydrate	nn2
94860	20	12	underpaintings	underpainting	nn2
94880	20	12	nonthermal	nonthermal	jj
94900	20	11	doublings	doubling	nn2
94920	20	11	pipefish	pipefish	nn1
94940	20	10	osteoclastic	osteoclastic	jj
94960	20	9	mercury-containing	mercury-containing	jj
94980	20	9	emulated	emulated	jj
95000	20	8	ya-yas	ya-ya	nn2
95020	20	8	mensuration	mensuration	nn1
95040	20	7	hours-of-service	hours-of-service	jj
95060	20	6	multi-vehicle	multi-vehicle	jj
95080	19	33	former	former	nn1
95100	19	19	subversiveness	subversiveness	nn1
95120	19	19	nailheads	nailhead	nn2
95140	19	19	shin-deep	shin-deep	jj
95160	19	19	coifed	coifed	jj
95180	19	19	large-flowered	large-flowered	jj
95200	19	19	unlatching	unlatch	vvg
95220	19	19	swore	swear	vvn
95240	19	19	side-stepped	side-step	vvd
95260	19	19	shortterm	shortterm	jj
95280	19	19	heavy-handedness	heavy-handedness	nn1
95300	19	19	discount-store	discount-store	jj
95320	19	19	pullbacks	pullback	nn2
95340	19	19	undemonstrative	undemonstrative	jj
95360	19	19	self-advancement	self-advancement	nn1
95380	19	19	now-vanished	now-vanished	jj
95400	19	19	offed	off	vvn
95420	19	18	mega-mergers	mega-merger	nn2
95440	19	18	cricketer	cricketer	nn1
95460	19	18	prison-issue	prison-issue	jj
95480	19	18	fogged-up	fogged-up	jj
95500	19	18	lumberman	lumberman	nn1
95520	19	18	candy-cane	candy-cane	jj
95540	19	18	squelching	squelch	vvg
95560	19	18	slews	slew	nn2
95580	19	18	splenetic	splenetic	jj
95600	19	18	half-inch-thick	half-inch-thick	jj
95620	19	18	group-think	group-think	jj
95640	19	18	bare-knuckles	bare-knuckles	jj
95660	19	18	sixteen-hour	sixteen-hour	jj
95680	19	18	nonobvious	nonobvious	jj
95700	19	18	unharnessed	unharnessed	jj
95720	19	18	hand-size	hand-size	jj
95740	19	17	micro-managing	micro-manage	vvg
95760	19	17	queerest	queer	jjt
95780	19	17	game-clinching	game-clinching	jj
95800	19	17	quick-and-easy	quick-and-easy	jj
95820	19	17	anti-obesity	anti-obesity	jj
95840	19	17	guerrilla-style	guerrilla-style	jj
95860	19	17	less-polluting	less-polluting	jj
95880	19	17	non-musical	non-musical	jj
95900	19	17	door-way	door-way	jj
95920	19	16	re-interview	re-interview	vv0
95940	19	16	zebra-print	zebra-print	jj
95960	19	16	signup	signup	nn1
95980	19	16	insect-eating	insect-eating	jj
96000	19	16	cocoa-colored	cocoa-colored	jj
96020	19	16	threshed	thresh	vvn
96040	19	16	brome	brome	nn1
96060	19	16	disabused	disabuse	vvd
96080	19	16	boy-band	boy-band	jj
96100	19	15	narrativization	narrativization	nn1
96120	19	15	anti-malaria	anti-malaria	jj
96140	19	15	attitudinally	attitudinally	rr
96160	19	15	clickety-clack	clickety-clack	nn1
96180	19	15	revenant	revenant	nn1
96200	19	14	overtopped	overtop	vvn
96220	19	14	homed	homed	jj
96240	19	14	al-maliki	al-maliki	jj
96260	19	14	kerygma	kerygma	nn1
96280	19	13	sick-leave	sick-leave	jj
96300	19	13	lassies	lassie	nn2
96320	19	13	headnotes	headnote	nn2
96340	19	12	pumpkinseed	pumpkinseed	nn1
96360	19	12	homeschooled	homeschool	vvd
96380	19	12	member-at-large	member-at-large	jj
96400	19	11	fluconazole	fluconazole	nn1
96420	19	11	butterbeans	butterbeans	nn2
96440	19	11	long-radius	long-radius	jj
96460	19	10	potentiation	potentiation	nn1
96480	19	10	preceptors	preceptor	nn2
96500	19	9	nonabusive	nonabusive	jj
96520	19	9	pressure-induced	pressure-induced	jj
96540	19	8	bustards	bustard	nn2
96560	19	7	computer-intensive	computer-intensive	jj
96580	19	7	kabbalists	kabbalist	nn2
96600	19	6	polymyositis	polymyositis	nn1
96620	19	5	nominalization	nominalization	nn1
96640	18	18	arrowing	arrow	vvg
96660	18	18	somnambulant	somnambulant	jj
96680	18	18	peopled	people	vvd
96700	18	18	shirked	shirk	vvd
96720	18	18	pontiffs	pontiff	nn2
96740	18	18	hobnailed	hobnailed	jj
96760	18	18	scrimped	scrimp	vvn
96780	18	18	sour-smelling	sour-smelling	jj
96800	18	18	minor-leaguer	minor-leaguer	nn1
96820	18	18	tracksuits	tracksuit	nn2
96840	18	18	documentable	documentable	jj
96860	18	18	defanged	defang	vvd
96880	18	18	buttonholing	buttonhole	vvg
96900	18	18	inflects	inflect	vvz
96920	18	18	unvaried	unvaried	jj
96940	18	18	hero-worship	hero-worship	nn1
96960	18	18	baggier	baggy	jjr
96980	18	18	kneejerk	kneejerk	nn1
97000	18	18	cherry-picked	cherry-picked	jj
97020	18	18	blue-helmeted	blue-helmeted	jj
97040	18	18	brush-choked	brush-choked	jj
97060	18	17	state-backed	state-backed	jj
97080	18	17	larger-sized	larger-sized	jj
97100	18	17	spectres	spectre	nn2
97120	18	17	non-sexist	non-sexist	jj
97140	18	17	refigure	refigure	vv0
97160	18	17	kilted	kilted	jj
97180	18	17	mystifications	mystification	nn2
97200	18	17	neaten	neaten	vv0
97220	18	17	practises	practise	vvz
97240	18	17	backstreets	backstreet	nn2
97260	18	17	hosed	hosed	jj
97280	18	17	footless	footless	jj
97300	18	17	eld	eld	vv0
97320	18	17	people-friendly	people-friendly	jj
97340	18	17	flasher	flash	jjr
97360	18	16	ramified	ramify	vvd
97380	18	16	construction-related	construction-related	jj
97400	18	16	herstory	herstory	jj
97420	18	16	jewish-americans	jewish-american	nn2
97440	18	16	ruching	ruching	nn1
97460	18	16	skyways	skyway	nn2
97480	18	16	blood-shot	blood-shot	jj
97500	18	16	squalled	squall	vvd
97520	18	16	non-skid	non-skid	jj
97540	18	16	polysemous	polysemous	jj
97560	18	16	physical-therapy	physical-therapy	jj
97580	18	15	smiley-face	smiley-face	jj
97600	18	15	appropriative	appropriative	jj
97620	18	15	reactant	reactant	nn1
97640	18	15	mood-enhancing	mood-enhancing	jj
97660	18	15	behavior-modification	behavior-modification	jj
97680	18	15	co-ceos	co-ceo	nn2
97700	18	15	time-and-a-half	time-and-a-half	jj
97720	18	15	nonhostile	nonhostile	jj
97740	18	14	euthanized	euthanized	jj
97760	18	14	backstrap	backstrap	nn1
97780	18	14	post-reagan	post-reagan	jj
97800	18	14	shoehorn	shoehorn	nn1
97820	18	14	dauber	dauber	nn1
97840	18	14	gastropod	gastropod	nn1
97860	18	13	tattler	tattler	nn1
97880	18	13	salicylate	salicylate	nn1
97900	18	13	kid-free	kid-free	jj
97920	18	13	small-bump	small-bump	jj
97940	18	13	pro-poor	pro-poor	jj
97960	18	12	neuroprotective	neuroprotective	jj
97980	18	12	post-sputnik	post-sputnik	jj
98000	18	12	infectiousness	infectiousness	nn1
98020	18	11	agonal	agonal	jj
98040	18	11	self-driving	self-driving	jj
98060	18	11	conative	conative	jj
98080	18	10	abscissa	abscissa	nn1
98100	18	10	homogenate	homogenate	nn1
98120	18	9	deprogrammer	deprogrammer	nn1
98140	18	9	learning-style	learning-style	jj
98160	18	9	tanzanite	tanzanite	nn1
98180	18	8	skipjacks	skipjack	nn2
98200	18	8	hyphenation	hyphenation	nn1
98220	18	7	cuirassiers	cuirassiers	nn2
98240	18	6	caprichos	caprichos	nn2
98260	18	5	early-successional	early-successional	jj
98280	18	5	mathematics-based	mathematics-based	jj
98300	17	17	silvery-blue	silvery-blue	jj
98320	17	17	gawks	gawk	vvz
98340	17	17	geared	geared	jj
98360	17	17	scarfed	scarf	vvn
98380	17	17	long-ignored	long-ignored	jj
98400	17	17	fantasias	fantasia	nn2
98420	17	17	prorated	prorate	vvd
98440	17	17	high-roller	high-roller	jj
98460	17	17	not-in-my-backyard	not-in-my-backyard	jj
98480	17	17	scuttled	scuttled	jj
98500	17	17	long-festering	long-festering	jj
98520	17	17	rearmed	rearm	vvd
98540	17	17	house-size	house-size	jj
98560	17	17	relaxations	relaxation	nn2
98580	17	17	obstruction-of-justice	obstruction-of-justice	jj
98600	17	17	deactivating	deactivate	vvg
98620	17	17	re-issued	re-issue	vvn
98640	17	17	pro-jobs	pro-jobs	jj
98660	17	17	uppermost	uppermost	rr
98680	17	17	kitchen-sink	kitchen-sink	jj
98700	17	17	scampered	scamper	vvn
98720	17	17	tushes	tush	nn2
98740	17	17	avoirdupois	avoirdupois	nn1
98760	17	16	third-straight	third-straight	jj
98780	17	16	tills	till	vvz
98800	17	16	narrow-shouldered	narrow-shouldered	jj
98820	17	16	cross-stitch	cross-stitch	nn1
98840	17	16	chiselers	chiselers	nn2
98860	17	16	split-adjusted	split-adjusted	jj
98880	17	16	bawdiness	bawdiness	nn1
98900	17	16	undisputable	undisputable	jj
98920	17	16	spendthrift	spendthrift	jj
98940	17	16	kid-glove	kid-glove	jj
98960	17	16	heart-pine	heart-pine	jj
98980	17	16	higher-class	higher-class	jj
99000	17	16	pound-foolish	pound-foolish	jj
99020	17	16	lacquerware	lacquerware	nn1
99040	17	16	long-scheduled	long-scheduled	jj
99060	17	16	deep-woods	deep-woods	jj
99080	17	16	two-seaters	two-seater	nn2
99100	17	16	yet-to-be-named	yet-to-be-named	jj
99120	17	15	small-plates	small-plates	jj
99140	17	15	retests	retest	nn2
99160	17	15	rankest	rank	jjt
99180	17	15	tomahawks	tomahawk	vvz
99200	17	15	coolheaded	coolheaded	jj
99220	17	15	candidness	candidness	nn1
99240	17	15	hedges	hedge	vvz
99260	17	15	reappearances	reappearance	nn2
99280	17	15	neuropathologist	neuropathologist	nn1
99300	17	15	yearend	yearend	jj
99320	17	15	scalawag	scalawag	nn1
99340	17	14	tosser	tosser	nn1
99360	17	14	bowstrings	bowstring	nn2
99380	17	14	underresearched	underresearched	jj
99400	17	14	emission-control	emission-control	jj
99420	17	14	ill-structured	ill-structured	jj
99440	17	14	unquantified	unquantified	jj
99460	17	14	cabriole	cabriole	nn1
99480	17	14	citizen-based	citizen-based	jj
99500	17	13	non-normal	non-normal	jj
99520	17	13	wineskins	wineskin	nn2
99540	17	13	task-relevant	task-relevant	jj
99560	17	13	dromedaries	dromedary	nn2
99580	17	13	due-diligence	due-diligence	jj
99600	17	13	biryani	biryani	nn2
99620	17	12	uncontrollability	uncontrollability	nn1
99640	17	12	quick-frozen	quick-frozen	jj
99660	17	12	kibbles	kibble	nn2
99680	17	12	cause-related	cause-related	jj
99700	17	12	embossing	embossing	nn1
99720	17	11	altimeters	altimeter	nn2
99740	17	11	numismatist	numismatist	nn1
99760	17	11	biofouling	biofouling	nn1
99780	17	11	juristic	juristic	jj
99800	17	10	independent-samples	independent-samples	jj
99820	17	10	job-based	job-based	jj
99840	17	10	adelgid	adelgid	nn1
99860	17	9	floozie	floozie	nn1
99880	17	9	music-teaching	music-teaching	jj
99900	17	9	septicaemia	septicaemia	nn1
99920	17	8	intradiegetic	intradiegetic	jj
99940	17	8	hyphal	hyphal	jj
99960	17	7	incudostapedial	incudostapedial	jj
99980	17	7	beguine	beguine	jj
100000	17	6	slum-dwellers	slum-dwellers	jj
100020	17	6	identificational	identificational	jj
100040	17	5	task-involving	task-involving	jj
100060	16	16	acclaim	acclaim	vv0
100080	16	16	seriality	seriality	nn1
100100	16	16	mistily	mistily	rr
100120	16	16	jested	jest	vvd
100140	16	16	quainter	quaint	jjr
100160	16	16	glints	glint	vvz
100180	16	16	tyrannically	tyrannically	rr
100200	16	16	ill-bred	ill-bred	jj
100220	16	16	stiff-arm	stiff-arm	nn1
100240	16	16	web-footed	web-footed	jj
100260	16	16	coproduced	coproduce	vvn
100280	16	16	apprehensible	apprehensible	jj
100300	16	16	spackle	spackle	vv0
100320	16	15	bottles	bottle	vvz
100340	16	15	terephthalate	terephthalate	nn1
100360	16	15	unroofed	unroofed	jj
100380	16	15	waterbased	waterbased	jj
